t_id,u_id,t_type,i_id,t_date,t_amount
955,238,Refund,97,2025-03-26T01:52:28.334508,29430
956,300,Purchase,261,2025-03-04T17:56:55.854783,7292
957,380,Rental,117,2025-03-14T23:24:07.359314,19466
958,94,Rental,806,2024-12-14T12:46:12.179146,9117
959,214,Refund,86,2024-08-21T09:06:12.614292,78588
960,371,Rental,602,2024-09-20T09:16:32.336511,75754
961,231,Refund,687,2024-12-14T15:50:25.161899,48717
962,471,Sale,990,2024-11-23T04:32:59.660037,18968
963,41,Refund,190,2025-04-18T23:49:58.109141,74438
964,55,Rental,690,2025-02-23T00:41:35.735535,13524
965,203,Purchase,6,2025-03-23T08:27:54.221946,5241
966,336,Rental,176,2024-07-31T10:58:34.015614,38528
967,208,Rental,709,2025-01-27T06:12:01.319989,67600
968,417,Refund,634,2025-03-23T04:30:22.953331,82411
969,155,Purchase,824,2025-01-26T04:30:09.578666,2421
970,8,Sale,139,2024-09-26T19:32:25.263431,10044
971,9,Sale,836,2025-04-17T17:33:14.897568,2288
972,247,Sale,215,2025-04-14T15:13:56.417020,33684
973,432,Sale,447,2024-12-06T19:31:47.596979,3902
974,395,Rental,309,2024-06-09T07:12:31.145969,33753
975,217,Purchase,486,2024-12-11T06:29:02.855015,16719
976,463,Sale,171,2025-03-26T16:49:14.437854,49398
977,228,Rental,720,2024-11-24T08:56:06.200313,8284
978,441,Rental,21,2024-10-08T12:02:36.410771,129810
979,104,Refund,249,2025-01-11T14:49:17.913502,8436
980,171,Purchase,53,2025-02-14T00:42:38.872689,4229
981,434,Rental,646,2024-08-06T11:17:26.596518,21254
982,254,Refund,869,2024-11-23T14:23:48.405386,17286
983,205,Rental,500,2024-05-31T14:14:07.392971,29080
984,366,Purchase,238,2024-12-26T13:18:08.088408,52176
985,217,Refund,20,2024-07-14T02:23:13.893177,177129
986,138,Rental,66,2025-02-03T23:49:46.026736,4732
987,254,Refund,120,2025-03-23T02:39:16.110816,64988
988,224,Purchase,715,2025-03-07T08:39:02.172151,23534
989,372,Sale,295,2025-03-28T14:13:41.921883,83152
990,225,Sale,353,2025-03-12T22:06:45.506889,37624
991,466,Refund,602,2024-09-15T12:26:05.459262,54110
992,432,Rental,874,2025-03-26T09:10:43.224306,11063
993,151,Rental,905,2025-03-30T22:45:30.708713,112420
994,482,Refund,854,2024-11-04T02:44:49.568503,3983
995,498,Sale,819,2025-04-12T19:00:47.654754,9291
996,354,Purchase,290,2025-01-13T14:51:49.293994,82722
997,67,Sale,495,2024-11-05T09:25:20.246886,7710
998,311,Rental,161,2025-04-03T02:06:19.951005,12826
999,213,Rental,813,2024-10-24T07:01:24.171872,40370
1000,108,Purchase,241,2025-03-25T10:13:37.995293,17202
1001,452,Refund,368,2025-02-06T19:38:41.824036,34683
1002,82,Sale,694,2025-01-02T12:20:26.378979,9127
1003,33,Refund,827,2025-02-27T00:20:12.734378,85750
1004,317,Sale,117,2025-03-16T21:38:24.578747,9733
1005,115,Rental,576,2025-01-04T11:41:18.902919,17173
1006,402,Refund,349,2024-11-17T14:15:07.171304,7162
1007,450,Refund,789,2025-02-09T00:10:53.587455,35348
1008,354,Purchase,874,2025-02-13T02:37:18.000778,11063
1009,485,Rental,949,2024-11-28T02:18:38.268201,54306
1010,493,Purchase,469,2025-01-14T11:24:22.910313,19418
1011,313,Purchase,801,2024-11-08T15:41:02.390525,4020
1012,260,Purchase,43,2025-02-17T02:18:10.731969,6444
1013,61,Sale,646,2025-04-10T06:10:12.368088,21254
1014,373,Refund,161,2025-03-11T00:25:07.918215,51304
1015,260,Rental,781,2024-11-30T02:43:46.121395,13060
1016,332,Refund,158,2024-08-29T17:40:28.379423,39507
1017,71,Purchase,839,2024-11-25T09:50:06.797902,22684
1018,497,Rental,450,2024-11-29T07:21:14.935992,17233
1019,428,Rental,252,2025-03-03T22:04:31.676193,21543
1020,259,Sale,294,2025-03-08T03:57:21.081301,16434
1021,191,Rental,273,2025-03-30T08:31:48.744909,31958
1022,341,Sale,645,2024-10-27T09:09:14.332425,37902
1023,386,Rental,772,2024-11-25T07:17:49.823359,2271
1024,411,Rental,142,2025-04-09T11:21:13.057719,19019
1025,210,Rental,941,2024-12-19T13:56:06.563174,13535
1026,350,Refund,814,2025-03-30T04:45:50.728415,15713
1027,75,Purchase,454,2025-03-06T09:18:05.365383,16319
1028,174,Refund,87,2025-03-18T14:11:31.748229,12908
1029,85,Rental,791,2025-04-10T17:57:35.761856,6674
1030,389,Purchase,403,2025-04-16T23:00:48.888001,28368
1031,295,Purchase,925,2025-01-03T14:34:29.715215,17268
1032,410,Refund,731,2025-01-05T20:59:44.293825,7077
1033,454,Refund,412,2024-06-04T04:08:36.905775,39840
1034,161,Refund,761,2025-03-22T23:36:19.779736,12247
1035,144,Sale,847,2025-02-26T07:22:46.814004,73367
1036,330,Sale,457,2025-02-24T05:19:09.183315,65502
1037,404,Rental,640,2025-02-07T05:18:57.444470,55398
1038,416,Rental,909,2025-02-02T16:34:31.382335,36404
1039,155,Purchase,903,2024-12-21T07:18:31.894915,7491
1040,172,Rental,551,2024-07-15T21:53:00.988794,18483
1041,277,Refund,533,2025-04-09T05:33:10.477019,25088
1042,262,Refund,96,2025-01-23T13:21:09.525082,32364
1043,388,Sale,349,2024-11-01T03:22:45.725683,7162
1044,456,Refund,29,2025-01-26T05:06:35.486152,16040
1045,397,Refund,853,2025-02-26T18:25:29.831577,70469
1046,57,Purchase,518,2024-10-05T16:17:23.804246,49209
1047,322,Refund,266,2025-04-13T09:32:10.058964,3089
1048,388,Purchase,49,2025-03-08T20:12:03.779250,4446
1049,294,Purchase,306,2025-04-16T04:20:13.838383,24708
1050,121,Sale,348,2025-01-08T05:33:22.846758,14679
1051,146,Sale,307,2025-04-16T18:02:40.588104,17661
1052,378,Sale,533,2024-11-27T18:33:33.622018,12544
1053,265,Sale,336,2025-02-27T09:43:21.414728,65694
1054,51,Sale,466,2024-11-16T01:30:46.127932,48755
1055,211,Purchase,849,2025-03-18T05:26:07.719391,15608
1056,218,Sale,64,2025-01-04T23:48:22.235655,77156
1057,229,Purchase,220,2025-01-28T00:53:08.297256,100962
1058,270,Rental,694,2025-04-14T07:44:59.078665,63889
1059,136,Rental,893,2024-11-29T11:25:36.024255,58164
1060,353,Rental,451,2024-09-15T11:15:44.709150,77396
1061,84,Sale,844,2024-06-22T16:36:37.105184,16797
1062,365,Rental,497,2024-12-22T00:43:01.904924,14887
1063,361,Purchase,992,2024-12-07T08:20:18.184065,63788
1064,243,Purchase,467,2025-03-22T13:44:10.599550,13241
1065,287,Refund,967,2025-03-09T18:27:32.805185,15340
1066,437,Rental,617,2025-03-05T06:38:43.970176,2520
1067,190,Refund,124,2025-04-14T11:21:49.190212,15282
1068,79,Purchase,536,2025-03-22T02:41:37.306072,35262
1069,192,Refund,313,2025-03-26T03:55:44.799011,18978
1070,15,Sale,498,2025-01-13T03:09:28.989296,39530
1071,302,Rental,803,2025-03-02T08:38:09.135002,4994
1072,458,Refund,960,2025-02-09T04:03:39.417415,59460
1073,94,Rental,221,2025-04-17T11:55:33.622661,10610
1074,281,Refund,126,2025-01-15T21:24:40.137050,8225
1075,23,Rental,892,2025-04-12T03:10:37.815183,34674
1076,159,Rental,587,2024-11-18T13:20:51.127253,60324
1077,194,Rental,801,2024-07-20T09:24:17.109603,4020
1078,391,Sale,136,2024-11-07T02:47:56.386606,30956
1079,231,Rental,780,2025-04-02T18:01:30.067332,29140
1080,373,Refund,888,2024-09-01T18:58:32.455450,15018
1081,320,Rental,820,2025-01-03T03:44:03.422428,12984
1082,461,Rental,239,2025-01-15T02:05:51.895214,21874
1083,24,Rental,554,2025-04-06T05:36:15.545279,51300
1084,46,Sale,662,2024-07-20T18:39:58.824326,4683
1085,293,Refund,26,2024-11-13T06:38:03.150060,67825
1086,64,Purchase,661,2025-03-29T11:17:12.628705,2232
1087,317,Purchase,979,2025-03-15T10:20:51.297652,11852
1088,244,Purchase,769,2024-11-05T13:36:55.248541,39244
1089,480,Sale,675,2025-03-06T14:59:11.969899,9056
1090,403,Sale,282,2025-04-15T08:16:43.877229,76440
1091,362,Rental,850,2024-11-06T17:31:27.690972,16003
1092,274,Refund,827,2025-04-07T13:08:56.147830,85750
1093,24,Rental,604,2025-02-10T23:57:24.928090,8154
1094,224,Sale,349,2025-02-08T08:48:16.095891,28648
1095,441,Refund,25,2024-06-09T20:10:18.466479,31948
1096,47,Purchase,264,2025-04-05T20:55:47.737111,18299
1097,87,Refund,555,2025-03-03T04:25:36.295075,33836
1098,131,Purchase,188,2025-03-20T22:22:01.958298,38504
1099,488,Rental,315,2024-08-16T04:14:45.127023,1196
1100,315,Refund,61,2025-03-17T06:07:46.457818,12105
1101,366,Purchase,28,2025-02-16T10:01:14.303619,26556
1102,51,Refund,400,2025-03-14T10:36:31.879680,11833
1103,458,Refund,423,2024-06-11T20:11:03.037108,36999
1104,483,Purchase,385,2025-03-28T00:37:59.400096,15540
1105,123,Sale,208,2024-10-24T16:39:11.622534,39964
1106,386,Rental,521,2025-04-18T22:28:26.024121,15459
1107,32,Refund,276,2024-10-26T01:43:38.137748,39648
1108,209,Purchase,567,2025-04-15T23:32:40.282820,94880
1109,209,Sale,30,2024-09-08T12:14:59.490943,3554
1110,284,Purchase,276,2025-04-10T06:15:39.788826,19824
1111,285,Sale,782,2025-02-24T10:34:52.740779,21102
1112,209,Rental,582,2024-10-15T23:05:47.071268,8824
1113,326,Sale,867,2024-10-03T07:39:15.851620,30417
1114,277,Sale,383,2025-01-18T06:57:58.286915,35500
1115,488,Rental,551,2025-03-24T11:30:31.891951,49288
1116,1,Rental,43,2024-12-30T19:23:35.197105,19332
1117,335,Sale,297,2024-11-08T16:47:27.950614,8243
1118,478,Rental,62,2024-11-10T13:10:04.368335,5658
1119,129,Rental,613,2025-04-03T16:39:22.464895,6312
1120,324,Sale,863,2025-01-08T01:08:51.536351,51471
1121,262,Refund,861,2024-10-01T17:21:49.341027,642
1122,379,Purchase,166,2024-08-15T17:26:04.531000,60260
1123,203,Purchase,92,2025-04-06T22:09:37.260781,44532
1124,285,Refund,743,2024-12-09T21:48:39.668732,5537
1125,313,Refund,216,2024-12-22T04:43:31.389533,45696
1126,134,Rental,651,2025-01-08T02:58:14.551472,11103
1127,340,Refund,252,2025-04-08T10:19:07.025440,21543
1128,236,Refund,216,2025-03-04T21:24:46.389945,15232
1129,355,Sale,936,2025-04-11T15:00:10.667680,51885
1130,2,Rental,945,2025-04-07T15:45:03.934929,15266
1131,5,Sale,924,2025-02-08T04:44:54.979154,18004
1132,459,Rental,570,2025-04-16T21:23:50.167571,58272
1133,42,Purchase,552,2025-04-16T13:46:00.747009,19746
1134,427,Rental,914,2024-10-21T14:24:25.521499,740
1135,498,Rental,362,2025-04-18T23:40:20.985222,75271
1136,184,Rental,616,2025-04-11T00:58:21.274057,3839
1137,394,Purchase,860,2025-04-02T20:29:53.333893,39620
1138,190,Sale,474,2024-09-12T14:23:33.334691,96264
1139,114,Purchase,10,2024-12-28T09:02:18.002229,9195
1140,472,Refund,697,2025-03-31T13:11:25.893233,47060
1141,418,Refund,93,2024-12-18T13:15:42.165187,34206
1142,120,Rental,227,2025-02-19T22:06:38.194508,37455
1143,144,Rental,38,2025-04-17T19:03:35.601295,112362
1144,311,Sale,724,2025-03-28T20:25:45.201614,15019
1145,421,Rental,201,2025-01-19T04:54:46.838545,20844
1146,143,Rental,891,2025-01-05T00:41:50.073274,6313
1147,100,Sale,566,2025-01-19T12:32:16.155661,4996
1148,66,Purchase,603,2025-01-29T02:33:04.050736,22380
1149,478,Sale,266,2025-03-06T23:14:35.838689,15445
1150,401,Refund,747,2025-03-03T08:16:42.949049,31080
1151,348,Purchase,869,2025-02-18T19:10:53.958400,86430
1152,130,Rental,630,2024-12-23T06:15:31.175567,9667
1153,219,Purchase,961,2025-01-24T10:39:54.869389,101520
1154,433,Rental,443,2025-01-13T17:49:09.433508,71030
1155,349,Rental,125,2024-09-20T05:16:20.426321,8980
1156,265,Purchase,371,2025-04-18T03:33:54.511919,73636
1157,143,Rental,49,2025-03-29T00:49:19.451495,6669
1158,162,Purchase,460,2024-11-30T19:34:48.996713,3928
1159,172,Purchase,200,2024-11-09T01:53:47.906018,92745
1160,13,Sale,828,2025-04-17T22:54:12.166899,33467
1161,39,Sale,981,2025-04-01T06:25:40.567251,11312
1162,169,Refund,169,2025-02-28T21:45:52.070483,5742
1163,321,Purchase,642,2024-07-20T20:47:08.922421,6192
1164,222,Purchase,492,2025-03-12T17:51:26.561587,42090
1165,321,Refund,817,2025-03-06T23:31:09.578347,3612
1166,56,Rental,254,2024-10-01T00:28:47.921746,34992
1167,175,Purchase,982,2024-12-17T18:46:46.693698,13131
1168,407,Sale,533,2024-10-15T21:29:51.958630,12544
1169,308,Rental,795,2025-03-12T03:40:10.396312,12068
1170,321,Rental,98,2025-03-20T05:05:05.990595,27135
1171,44,Purchase,128,2025-01-06T17:54:46.294117,11486
1172,161,Purchase,387,2024-12-16T20:57:17.385950,1538
1173,471,Rental,64,2025-01-04T07:48:35.104801,19289
1174,313,Rental,309,2025-03-07T05:11:01.260136,22502
1175,347,Purchase,105,2024-10-09T20:04:56.114757,61905
1176,151,Rental,54,2024-08-30T08:51:33.809854,68467
1177,317,Rental,99,2025-02-22T11:53:54.358433,10268
1178,307,Purchase,886,2025-04-01T06:12:35.530714,56600
1179,238,Rental,394,2025-01-21T13:08:24.128199,4734
1180,52,Refund,635,2025-04-06T08:25:24.629199,13226
1181,265,Refund,465,2025-02-16T03:01:34.850760,33035
1182,56,Purchase,198,2025-04-15T15:59:43.095812,11072
1183,366,Purchase,610,2025-04-14T00:43:00.932634,104680
1184,431,Sale,809,2024-05-11T10:31:07.043118,81250
1185,327,Refund,130,2024-10-12T19:38:47.871481,95226
1186,247,Rental,432,2024-12-14T15:52:27.820454,49767
1187,71,Purchase,249,2024-12-08T07:31:25.874865,8436
1188,160,Rental,131,2025-04-12T12:37:26.446168,3096
1189,299,Sale,319,2025-04-17T06:15:24.992243,6397
1190,159,Refund,481,2025-01-20T20:05:43.176613,30880
1191,497,Purchase,378,2025-01-02T01:25:34.461800,161451
1192,337,Sale,601,2025-03-15T07:55:33.398506,4783
1193,260,Purchase,244,2025-04-06T09:14:16.447607,99043
1194,101,Sale,353,2025-01-01T10:32:24.880194,37624
1195,36,Refund,805,2024-08-08T16:32:31.086693,33618
1196,244,Rental,684,2025-01-20T11:27:33.880853,10630
1197,170,Refund,710,2025-04-12T10:02:29.896004,87645
1198,169,Sale,429,2025-03-28T18:37:52.305349,22014
1199,449,Purchase,466,2025-04-13T22:32:31.277532,55720
1200,472,Purchase,225,2024-09-24T20:26:51.857871,31840
1201,118,Rental,710,2025-03-23T15:44:51.490433,70116
1202,247,Refund,245,2024-12-13T00:09:46.624961,9611
1203,205,Sale,211,2025-02-23T08:52:08.520613,16367
1204,6,Purchase,372,2025-03-23T19:30:09.867910,14544
1205,285,Purchase,31,2025-03-14T23:43:05.046269,12710
1206,226,Sale,298,2024-10-18T23:10:06.024250,78750
1207,392,Refund,935,2025-03-01T10:54:04.859734,7383
1208,16,Sale,999,2024-08-23T17:09:16.946020,70512
1209,90,Sale,291,2024-10-25T09:32:55.463920,10026
1210,90,Refund,737,2024-05-20T16:39:54.416832,177570
1211,92,Sale,252,2025-03-16T09:54:58.099446,7181
1212,432,Refund,181,2025-03-31T23:04:01.434362,5852
1213,426,Sale,22,2025-02-18T02:13:00.019197,107569
1214,404,Purchase,671,2024-12-17T00:35:28.859937,38727
1215,108,Refund,959,2024-08-26T11:49:48.793973,21480
1216,190,Refund,246,2025-04-17T12:22:54.426774,58365
1217,270,Rental,964,2025-03-18T23:05:39.135891,52041
1218,61,Sale,67,2025-04-18T20:43:53.983269,31152
1219,98,Sale,814,2025-03-10T23:39:25.359002,15713
1220,192,Refund,712,2025-01-18T18:06:19.265949,42240
1221,326,Sale,440,2025-02-03T06:24:57.564195,5550
1222,316,Sale,782,2025-04-10T12:31:57.524554,35170
1223,405,Sale,302,2025-04-17T18:55:58.252460,92448
1224,28,Refund,254,2025-03-29T23:32:01.534528,34992
1225,261,Rental,872,2025-02-06T05:59:47.695797,20042
1226,42,Rental,745,2025-03-17T19:16:22.840460,87700
1227,86,Rental,67,2025-04-19T01:11:23.732379,93456
1228,261,Refund,770,2025-04-10T23:01:50.517384,63892
1229,238,Sale,532,2025-01-18T20:56:08.543189,6854
1230,192,Rental,730,2025-02-19T10:26:38.662053,19134
1231,138,Rental,486,2025-04-03T08:59:31.591426,100314
1232,405,Purchase,944,2025-01-05T05:49:09.178006,5574
1233,459,Sale,225,2024-08-24T20:59:19.887305,63680
1234,121,Rental,884,2025-04-07T20:35:57.037423,37782
1235,218,Rental,314,2025-03-29T10:17:47.487689,10598
1236,432,Refund,958,2025-04-18T17:38:16.292232,45195
1237,44,Sale,564,2025-04-17T14:33:19.292919,2303
1238,228,Refund,303,2025-04-04T01:43:36.391963,73988
1239,22,Rental,598,2025-04-14T09:13:18.130586,29538
1240,173,Rental,637,2025-03-01T00:05:23.833658,9705
1241,222,Rental,479,2025-04-03T10:55:09.704387,30102
1242,255,Refund,824,2025-03-09T06:10:34.726405,4842
1243,13,Sale,392,2024-11-17T18:42:57.691197,152576
1244,136,Purchase,240,2024-10-28T18:54:52.333542,61830
1245,43,Refund,924,2024-11-28T05:04:13.659041,23148
1246,280,Purchase,526,2024-09-24T14:48:42.768166,6976
1247,117,Purchase,949,2025-01-13T15:49:54.416848,7758
1248,185,Purchase,74,2025-04-17T09:02:02.983616,10678
1249,101,Refund,342,2025-01-11T06:21:24.054173,64945
1250,382,Refund,310,2025-01-22T19:29:29.853820,28920
1251,310,Sale,723,2025-04-11T13:31:35.886249,11154
1252,395,Refund,9,2025-04-17T15:25:20.612710,59385
1253,178,Rental,843,2025-02-28T08:11:08.980396,117831
1254,297,Purchase,842,2025-03-10T01:32:59.159056,120440
1255,263,Sale,670,2025-03-19T15:49:57.060661,28502
1256,117,Sale,234,2025-03-20T07:16:18.760400,20908
1257,265,Rental,240,2024-12-29T01:22:02.021670,82440
1258,406,Purchase,349,2025-01-03T17:48:57.101002,21486
1259,97,Rental,867,2025-01-11T08:50:34.500643,70973
1260,225,Rental,215,2024-06-27T20:35:06.015911,8421
1261,72,Sale,384,2025-02-27T01:41:15.451331,27010
1262,378,Purchase,966,2025-04-10T19:34:19.579425,42320
1263,338,Refund,830,2025-01-03T13:21:31.278415,27216
1264,215,Rental,231,2025-03-13T22:58:58.636073,74068
1265,399,Refund,782,2025-04-13T16:53:52.394915,21102
1266,12,Purchase,602,2025-01-15T16:54:02.351753,21644
1267,488,Refund,158,2024-11-24T21:35:07.389964,65845
1268,410,Rental,645,2024-10-16T19:56:20.538417,75804
1269,486,Rental,210,2025-02-02T16:59:01.696805,2463
1270,198,Sale,548,2025-04-10T23:29:17.174396,39922
1271,169,Rental,112,2025-03-03T11:36:28.110768,29620
1272,88,Purchase,96,2025-01-19T02:48:01.964378,32364
1273,17,Rental,182,2025-01-20T05:38:19.596033,15085
1274,102,Purchase,192,2025-01-29T12:40:31.198582,38676
1275,106,Sale,291,2024-10-24T02:56:16.432493,10026
1276,269,Purchase,676,2025-04-03T00:18:38.666084,24296
1277,189,Purchase,59,2025-04-10T20:33:09.384363,14611
1278,441,Rental,335,2025-01-29T04:31:05.775663,39912
1279,57,Sale,161,2025-04-12T01:40:36.427756,57717
1280,245,Purchase,429,2025-04-09T02:48:21.490324,77049
1281,463,Sale,979,2025-01-06T12:25:40.945092,11852
1282,106,Refund,892,2025-04-10T19:15:04.648701,34674
1283,364,Rental,838,2025-02-18T08:07:26.456288,8859
1284,295,Refund,619,2024-12-11T08:35:37.829823,32530
1285,258,Rental,208,2025-02-03T08:15:01.930770,29973
1286,4,Sale,207,2025-03-08T03:43:27.795847,11936
1287,423,Rental,66,2024-09-12T15:07:59.032656,5915
1288,127,Refund,827,2025-01-02T22:27:12.019563,122500
1289,252,Rental,901,2025-03-28T15:24:24.145183,22888
1290,21,Purchase,590,2024-07-12T21:18:32.770922,17064
1291,452,Rental,662,2024-09-23T10:59:25.299115,3122
1292,432,Refund,718,2024-06-18T21:52:24.323790,36491
1293,422,Sale,628,2024-10-06T08:20:20.888932,34212
1294,92,Rental,256,2024-12-29T08:58:55.942146,49392
1295,467,Sale,394,2024-12-07T15:56:12.138685,4734
1296,49,Rental,583,2025-04-12T12:42:23.201706,6376
1297,454,Sale,246,2025-04-05T13:46:24.206106,97275
1298,322,Refund,904,2025-01-18T06:59:53.946365,10119
1299,372,Sale,715,2024-12-14T22:28:58.375488,47068
1300,391,Purchase,422,2025-03-17T19:40:11.711802,42894
1301,387,Purchase,79,2025-02-04T04:51:56.255775,55450
1302,400,Refund,785,2025-03-16T05:23:51.336637,47132
1303,85,Refund,462,2025-02-18T13:35:19.293844,17408
1304,23,Rental,519,2025-03-11T03:05:50.280779,2005
1305,328,Rental,75,2025-02-10T13:55:06.148900,35548
1306,382,Rental,352,2025-02-20T19:40:08.498480,1795
1307,20,Purchase,407,2024-11-13T02:49:53.104988,5816
1308,364,Sale,118,2025-03-25T23:14:53.797112,28436
1309,384,Rental,687,2025-04-05T20:37:26.228515,64956
1310,35,Purchase,473,2025-01-16T01:02:06.282662,120258
1311,125,Rental,673,2025-01-31T13:04:25.273730,7891
1312,421,Refund,483,2024-12-10T20:49:22.589557,45834
1313,430,Purchase,175,2024-08-07T04:30:26.523625,62620
1314,91,Refund,103,2025-03-30T08:51:20.225600,17748
1315,380,Rental,548,2025-03-17T22:10:18.242731,19961
1316,344,Purchase,80,2024-07-13T03:28:52.455044,13685
1317,226,Refund,158,2025-01-23T21:39:52.658096,26338
1318,366,Purchase,222,2024-12-27T11:38:52.957054,120465
1319,227,Purchase,222,2024-11-14T10:03:58.810854,120465
1320,340,Purchase,657,2025-03-20T15:26:07.824829,43456
1321,158,Rental,707,2024-12-22T10:22:35.322185,5345
1322,3,Purchase,613,2025-03-13T20:59:45.191326,8416
1323,104,Sale,786,2024-12-12T19:17:49.915085,78408
1324,123,Sale,931,2025-01-25T05:44:36.709564,10266
1325,216,Purchase,17,2025-01-31T14:45:25.903003,14468
1326,421,Sale,346,2025-04-07T08:05:45.313496,10460
1327,491,Purchase,226,2025-01-02T14:53:55.575119,28154
1328,426,Sale,856,2024-05-14T21:53:38.629031,13838
1329,213,Purchase,46,2025-03-14T00:45:56.470308,52843
1330,166,Sale,335,2025-02-15T09:17:02.714200,19956
1331,278,Rental,957,2024-09-27T15:13:46.878804,79336
1332,119,Sale,124,2025-04-11T17:00:04.962699,15282
1333,166,Sale,366,2024-11-15T11:47:44.653090,11309
1334,335,Refund,412,2024-06-10T17:55:49.770050,6640
1335,109,Rental,399,2025-03-15T17:50:44.530123,5085
1336,337,Refund,68,2025-01-18T22:31:07.374667,11904
1337,35,Sale,45,2025-03-06T14:50:05.307344,3008
1338,393,Rental,309,2025-04-19T01:26:30.205740,22502
1339,275,Sale,730,2025-03-06T16:38:06.338424,19134
1340,49,Refund,983,2025-04-02T22:24:44.677922,29491
1341,474,Sale,695,2024-12-08T08:07:27.274887,23739
1342,326,Refund,180,2025-04-02T09:34:32.057286,66380
1343,172,Purchase,70,2025-02-17T19:01:13.504254,53335
1344,300,Rental,934,2024-10-10T21:14:05.075157,126707
1345,328,Sale,524,2024-12-09T17:35:49.501914,38052
1346,361,Purchase,602,2024-12-20T10:13:54.813033,21644
1347,316,Purchase,22,2025-02-06T23:29:08.748091,76835
1348,378,Rental,243,2024-11-27T06:34:51.339179,25140
1349,41,Purchase,635,2025-03-27T02:32:32.044449,26452
1350,256,Refund,384,2024-12-14T22:09:49.829735,13505
1351,193,Sale,156,2024-12-31T02:48:14.655081,11376
1352,473,Rental,244,2025-03-20T00:49:33.157988,84894
1353,143,Refund,138,2024-11-08T20:48:14.003814,19343
1354,406,Rental,534,2025-01-15T14:31:35.166240,14586
1355,148,Purchase,833,2025-03-08T20:54:02.847243,7240
1356,376,Refund,868,2024-08-07T17:47:58.065025,84144
1357,106,Purchase,249,2024-11-14T21:02:37.170170,8436
1358,352,Sale,821,2025-02-06T07:19:41.109899,77295
1359,196,Refund,894,2025-03-19T19:55:19.998916,4762
1360,323,Purchase,453,2024-09-09T16:54:46.540932,16899
1361,252,Purchase,891,2024-08-07T22:40:17.280512,6313
1362,325,Sale,54,2024-05-08T12:34:32.585936,39124
1363,47,Sale,129,2025-02-19T06:20:58.248035,39600
1364,260,Purchase,242,2025-04-07T15:43:54.438989,75780
1365,240,Refund,743,2025-02-17T02:51:25.831107,2373
1366,102,Sale,739,2024-11-26T13:12:24.084595,13844
1367,311,Sale,181,2025-02-24T16:10:26.096447,14630
1368,296,Rental,293,2024-12-07T00:10:50.204386,8628
1369,442,Rental,279,2025-03-29T12:09:49.567631,1722
1370,498,Refund,974,2025-01-03T11:28:27.472729,51612
1371,86,Rental,387,2024-08-25T05:26:27.042777,3076
1372,259,Rental,433,2024-10-11T09:14:19.149251,25644
1373,489,Rental,840,2025-03-29T06:46:27.585891,7797
1374,196,Rental,781,2025-01-29T12:19:12.479033,13060
1375,465,Refund,778,2025-04-13T15:27:02.986319,60240
1376,79,Sale,551,2024-08-11T17:23:21.384881,30805
1377,238,Refund,390,2025-04-13T14:54:33.715712,58872
1378,193,Rental,291,2024-08-17T23:18:16.070762,3342
1379,70,Rental,342,2025-01-03T17:20:26.709278,51956
1380,470,Sale,159,2025-01-28T13:08:43.197293,16802
1381,442,Refund,14,2025-03-31T12:56:23.499558,68036
1382,474,Rental,415,2025-03-02T04:00:37.192126,24843
1383,381,Refund,994,2024-08-23T08:10:28.099799,45213
1384,158,Purchase,502,2024-10-15T00:25:22.884079,36308
1385,20,Purchase,907,2024-08-21T14:17:42.052782,8489
1386,290,Sale,955,2024-08-22T01:39:09.720139,3005
1387,224,Refund,782,2025-02-22T20:50:02.104999,42204
1388,261,Rental,357,2025-04-14T19:06:37.664569,40488
1389,30,Rental,714,2024-09-02T20:17:23.416055,37876
1390,127,Sale,754,2024-10-27T03:21:26.539076,41160
1391,472,Refund,36,2025-02-05T12:59:33.362646,17126
1392,341,Sale,715,2025-03-27T18:22:25.126492,35301
1393,234,Sale,620,2025-03-30T04:34:15.297711,2957
1394,309,Sale,254,2024-05-31T05:21:30.924217,17496
1395,395,Purchase,120,2024-12-11T21:16:56.400138,97482
1396,470,Rental,729,2025-01-21T02:26:08.755206,68424
1397,301,Purchase,724,2025-02-26T04:05:04.979687,75095
1398,97,Rental,932,2025-03-20T18:53:30.392171,18688
1399,219,Refund,850,2025-02-23T07:37:53.632855,96018
1400,257,Rental,310,2024-06-26T17:50:06.360223,72300
1401,376,Rental,316,2025-02-05T05:59:02.461046,13888
1402,474,Purchase,898,2024-11-15T19:35:42.327468,33148
1403,294,Refund,652,2025-01-17T05:52:26.851285,19722
1404,384,Sale,276,2025-04-11T23:07:03.787587,59472
1405,358,Refund,408,2025-04-05T20:39:51.094926,12951
1406,418,Rental,173,2024-11-05T20:07:22.442889,15243
1407,36,Rental,100,2025-04-14T16:59:29.469587,40029
1408,336,Refund,427,2025-03-20T05:28:46.022642,77688
1409,88,Sale,442,2025-03-08T20:01:12.485419,81798
1410,361,Sale,191,2025-03-30T09:39:55.260149,64736
1411,94,Purchase,499,2024-12-02T21:14:31.078126,29060
1412,417,Sale,581,2025-03-22T14:50:25.612883,9388
1413,31,Sale,206,2025-01-18T02:11:03.776544,18344
1414,462,Rental,266,2025-02-22T14:36:41.622041,12356
1415,468,Purchase,642,2024-11-09T06:55:31.101401,18576
1416,41,Refund,171,2024-12-22T13:11:05.527357,8233
1417,64,Refund,387,2024-09-24T03:53:36.214627,1538
